2016-04-07T12:44:31+00:00,/mods/identifier[@type='local'],/mods/titleInfo[1]/title,/mods/titleInfo[2][@type='alternative']/title,/mods/abstract,/mods/name[1][@type='personal']/namePart[@type='given'],/mods/name[2][@type='personal']/namePart[@type='family'],/mods/originInfo/dateCreated
test:12,"1794 1","A View of Religions in Two Parts",,"A view of religions, in two parts. : Part I. Containing an alphabetical compendium of the various religious denominations, which have appeared in the world, from the beginning of the Christian era to the present day. Part II. Containing a brief account of the different schemes of religion now embraced among mankind. The whole collected from the best authors, ancient and modern",Hannah,Adams,1791
